id,date,user,pc,activity
{S4C0-L0TL74IY-6414OAWZ},01/21/2011 10:21:37,BJM0111,PC-6866,Connect
{D2F4-U3XK81YZ-4404WJQD},01/21/2011 10:22:17,BDI0533,PC-5883,Disconnect
{H4S8-F6SA10XS-0120HPVJ},01/21/2011 10:24:47,BJM0111,PC-6866,Disconnect
{H8M0-B1DO07CE-9290YVET},01/21/2011 10:38:46,AVM0947,PC-0285,Connect
{L0B1-D3FB84EM-9104UKPT},01/21/2011 10:39:10,BJM0111,PC-6866,Connect
{Z1X8-J4QE11TX-5716JIWC},01/21/2011 10:49:00,AVM0947,PC-0285,Disconnect
{P1J4-G9HC07IQ-0479XHCD},01/21/2011 10:59:16,BJM0111,PC-6866,Disconnect
{O0R8-S1EZ02QJ-6506MCNA},01/21/2011 11:14:07,BJM0111,PC-6866,Connect
{T9N2-Y5JF59QF-4212GIPH},01/21/2011 11:17:19,AJF0370,PC-8651,Connect
{N6P5-S4ER04LU-8516PRDK},01/21/2011 11:18:34,BJM0111,PC-6866,Disconnect
{M8R2-S2OH74VS-9468JGDB},01/21/2011 11:18:54,AJF0370,PC-8651,Disconnect
{Q0F3-U9SC58IP-5460NTUC},01/21/2011 11:25:24,BJM0111,PC-6866,Connect
{P0M3-D7DY96XS-7773INIM},01/21/2011 11:43:39,BJP0134,PC-0898,Connect
{W2A8-O8VF79AR-6874VUHN},01/21/2011 11:55:11,BJP0134,PC-0898,Disconnect
{R9Q6-I7IA82GW-8942UMNN},01/21/2011 12:10:07,BJP0134,PC-0898,Connect
{N3D3-X4FV52GA-8378AYAT},01/21/2011 12:13:46,AJF0370,PC-8651,Connect
{Z0L4-V0DQ62UX-9362XYYM},01/21/2011 12:14:57,BJP0134,PC-0898,Disconnect
{M6L3-E1BT67GP-3930XIZZ},01/21/2011 12:23:02,AVM0947,PC-0285,Connect
{M0S2-A1RI61YV-2504PFXH},01/21/2011 12:26:57,AJF0370,PC-8651,Disconnect
{J2Y5-T8VN71OP-7839UCKM},01/21/2011 12:28:18,AVM0947,PC-0285,Disconnect
{Z6G8-U5EK74TK-8998OVFR},01/21/2011 12:34:20,BJM0111,PC-6866,Disconnect
{X0Q0-F0QB13FL-6024RHDX},01/21/2011 13:02:25,AVM0947,PC-0285,Connect
{W8V1-H4HR63DC-8409MKJM},01/21/2011 13:07:00,AVM0947,PC-0285,Disconnect
{L0E9-L4YL79AD-3534YKVE},01/21/2011 13:10:53,AIB0948,PC-8245,Connect
{P0O6-E1OX20IC-5545WSXB},01/21/2011 13:14:16,AVM0947,PC-0285,Connect
{U9W3-F8FS87UW-2165MDNU},01/21/2011 13:17:40,AVM0947,PC-0285,Disconnect
{Q6N2-U6ER63CI-2128ZWPM},01/21/2011 13:34:04,AIB0948,PC-8245,Disconnect
{D7K0-H2OA52AJ-3814ENGS},01/21/2011 13:48:40,AIB0948,PC-8245,Connect
{G2N6-N3EY31QU-1311DLPP},01/21/2011 13:56:54,BJM0111,PC-6866,Connect
{H6O4-J9UT40ZX-2519WVFM},01/21/2011 14:11:11,AJF0370,PC-8651,Connect
{F8Q9-C1EG99SO-0774AFZF},01/21/2011 14:11:29,AJF0370,PC-8651,Disconnect
{J0T4-M7YR14CH-7440KLAB},01/21/2011 14:22:28,AIB0948,PC-8245,Disconnect
{F6O7-V1OL32BP-0676IJHQ},01/21/2011 14:23:25,AVM0947,PC-0285,Connect
{P8V1-N6QM47ME-3389SVGI},01/21/2011 14:23:26,BJP0134,PC-0898,Connect
{F7P6-N8ZZ64VZ-3450EAIK},01/21/2011 14:23:34,AVM0947,PC-0285,Disconnect
{R0M8-Z1QE86LM-7898LOTD},01/21/2011 14:34:42,AIB0948,PC-8245,Connect
{H3D5-W8LM12WC-6510WCOE},01/21/2011 14:37:47,BJM0111,PC-6866,Disconnect
{A7W5-C5DL11SS-3568IVET},01/21/2011 14:40:22,AIB0948,PC-8245,Disconnect
{E3U6-Q6CE92JZ-1641GDJB},01/21/2011 14:41:45,AIB0948,PC-8245,Connect
{V1W7-U6CV57RA-2639RMGX},01/21/2011 14:49:05,AJF0370,PC-8651,Connect
{S5L6-O3YS11UI-3739QPQT},01/21/2011 14:50:00,BJP0134,PC-0898,Disconnect
{U2F2-R1SE64IL-0197WTVW},01/21/2011 14:55:24,AJF0370,PC-8651,Disconnect
{U0E6-P8IC51BO-2861NHHW},01/21/2011 15:00:17,AVM0947,PC-0285,Connect
{N7S4-C2MF76AD-6467LFZC},01/21/2011 15:01:01,AVM0947,PC-0285,Disconnect
{G8U2-G5LV23AN-3834PEDO},01/21/2011 15:01:37,AJF0370,PC-8651,Connect
{O1W1-L6MB76WA-8802JINK},01/21/2011 15:08:14,AJF0370,PC-8651,Disconnect
{W0O1-U9TB23BO-3075XFZS},01/21/2011 15:12:55,AOK0844,PC-4659,Connect
{P5V4-A0UN07DJ-3009SBBT},01/21/2011 15:17:42,BJP0134,PC-0898,Connect
{N8W5-D0GY10EG-7885IREZ},01/21/2011 15:31:32,AVM0947,PC-0285,Connect
{L9D1-L8PC55EE-0589HZUF},01/21/2011 15:32:31,AIB0948,PC-8245,Disconnect
{M3D8-G0BK30ZD-2296KEBP},01/21/2011 15:41:59,AIB0948,PC-8245,Connect
{X6D5-Z4MJ05KU-5793LNJS},01/21/2011 15:42:43,AOK0844,PC-4659,Disconnect
{G1D5-P2QI79KL-9816LTBO},01/21/2011 15:43:30,BJM0111,PC-6866,Connect
{H3B8-B1QZ04NV-4200AAYY},01/21/2011 15:48:04,AIB0948,PC-8245,Disconnect
{H9L5-R0ZL19OX-7682XMCT},01/21/2011 15:51:28,AIB0948,PC-8245,Connect
{E1G9-K7ID69MX-6582XXEQ},01/21/2011 15:52:04,AIB0948,PC-8245,Disconnect
{R9E8-B8YD67QL-5950CECH},01/21/2011 15:53:07,BJP0134,PC-0898,Disconnect
{J5W4-W4PX94HU-9230QVJJ},01/21/2011 15:54:05,BJP0134,PC-0898,Connect
{I6L6-N5TX10PH-3068EXRI},01/21/2011 15:57:19,BJM0111,PC-6866,Disconnect
{M2B0-R2PM53JD-0725MPAT},01/21/2011 15:57:31,AVM0947,PC-0285,Disconnect
{A5R7-C2MQ80AS-7454RPBX},01/21/2011 16:04:43,BJP0134,PC-0898,Disconnect
{O3A4-F9WW25ST-0452JHZF},01/21/2011 16:10:26,BAJ0654,PC-9268,Connect
{U1J1-C2DW48GR-6456KDFF},01/21/2011 16:10:45,AJN0607,PC-8303,Connect
{V8D9-H8WL77UL-1095JOEE},01/21/2011 16:12:37,BDI0533,PC-5883,Connect
{D3Z8-D3WW75PC-6566LXZJ},01/21/2011 16:16:51,BJM0111,PC-6866,Connect
{P5Y7-T4PR80OV-9239BQXG},01/21/2011 16:17:54,BJP0134,PC-0898,Connect
{N8G3-A1RE22MC-9145YRDH},01/21/2011 16:19:13,BJP0134,PC-0898,Disconnect
{T8T3-Y4DV70KE-7123UBUU},01/21/2011 16:26:40,AJN0607,PC-8303,Disconnect
{R3M7-T8GM96XV-0982JZWO},01/21/2011 16:28:23,BAJ0654,PC-9268,Disconnect
{J7Q5-A8YS03MG-3624FOYK},01/21/2011 16:30:56,BDI0533,PC-5883,Disconnect
{J4J9-B7OX77RO-2326JJKI},01/21/2011 16:34:06,BJM0111,PC-6866,Disconnect
{O5E1-L1XK61QT-0835ASFM},01/21/2011 16:35:35,BJP0134,PC-0898,Connect
{I0E6-L3KI47AY-5764IGVM},01/21/2011 16:41:35,BJP0134,PC-0898,Disconnect
{L7P8-V2UN09MD-1028QRDA},01/21/2011 17:10:01,AHM0410,PC-3686,Connect
{X0J3-K7KL29SA-7521DJFX},01/21/2011 17:28:48,BAL0044,PC-0772,Connect
{T7V2-V3VG28RQ-9410EWGX},01/21/2011 17:29:26,AHM0410,PC-3686,Disconnect
{V9E2-G1XN43RX-3041WKOU},01/21/2011 17:29:32,BAL0044,PC-0772,Disconnect
{T7Q5-J3JG48GG-4001FVNR},01/21/2011 17:48:35,BAL0044,PC-8793,Connect
{X4W4-N5LC04UR-1820NPVX},01/21/2011 17:49:50,BAL0044,PC-8793,Disconnect
{S6S3-B2EN95EM-1461KDUG},01/21/2011 20:25:37,AJF0370,PC-9791,Connect
{W4H5-H3SQ04IP-0252UMKZ},01/21/2011 20:28:03,AJF0370,PC-9791,Disconnect
{E4W7-G0YB15PR-9897WWBH},01/21/2011 20:30:43,AJF0370,PC-0202,Connect
{K5Z4-X6VQ59ES-5579LTTM},01/21/2011 20:31:23,AJF0370,PC-0202,Disconnect
{Q1U3-N9FN23UL-5850VVFT},01/22/2011 09:34:22,BDI0533,PC-5883,Connect
{Z5G4-B9JR24YO-5219VZRY},01/22/2011 09:57:12,BDI0533,PC-5883,Disconnect
{O7L4-E2PZ37DD-0824PLTJ},01/22/2011 10:42:12,ATP0662,PC-4127,Connect
{W3D8-B1ZQ63KW-3092UDCW},01/22/2011 11:25:07,ATP0662,PC-4127,Disconnect
{A6C3-F4MH20ZP-8180DVBW},01/22/2011 15:51:01,BDI0533,PC-5883,Connect
{J2P2-M7VF39YE-1964ZVRY},01/22/2011 16:14:10,BDI0533,PC-5883,Disconnect
{C6S5-R6HH17UB-5476WCDG},01/23/2011 09:23:30,AOK0844,PC-4659,Connect
{Z3V6-N3GZ70AH-1992VHGW},01/23/2011 09:47:29,AOK0844,PC-4659,Disconnect
{K7K6-Y7LN46JT-5936PLFB},01/23/2011 10:32:06,ATP0662,PC-4127,Connect
{B4N2-N6IJ28PC-3019KFTX},01/23/2011 10:57:37,ATP0662,PC-4127,Disconnect
{H0T1-Z1YE05CG-4789DBJD},01/23/2011 13:40:13,ATP0662,PC-4127,Connect
{T4U7-Z5QE78KD-1407RLIQ},01/23/2011 14:29:47,ATP0662,PC-4127,Disconnect
{X2V1-B3FK10ZS-1524QAIF},01/23/2011 15:34:27,AHD0848,PC-7751,Connect
{X0W0-S7CX53FW-0658QBBG},01/23/2011 15:53:30,AHD0848,PC-7751,Disconnect
{V5S2-Z1LI27AL-3035BDWT},01/23/2011 17:52:17,AOK0844,PC-4659,Connect
{H2V8-K9TZ88DX-9327HXIP},01/23/2011 18:29:56,AOK0844,PC-4659,Disconnect
{P5H9-Q5RY59GZ-5966PHPY},01/24/2011 07:17:07,AIB0948,PC-8245,Connect
{Y7I8-L8DJ53KH-6108SIEK},01/24/2011 07:22:36,AIB0948,PC-8245,Disconnect
{K3E7-Y5OC85SI-7321GZQI},01/24/2011 07:44:28,AVM0947,PC-0285,Connect
{U9M0-F8LE85PB-6427AAGU},01/24/2011 08:04:35,AIB0948,PC-8245,Connect
{N1F7-T1RD56UA-9817GSXM},01/24/2011 08:11:20,AVM0947,PC-0285,Disconnect
{K9Y4-O6QN71PD-2138TRJT},01/24/2011 08:11:50,AIB0948,PC-8245,Disconnect
{R7H1-M6XB92ZK-3998HNWQ},01/24/2011 08:12:10,AHM0410,PC-3686,Connect
{Q5I7-J7TY64QL-0817JKDA},01/24/2011 08:13:11,AJF0370,PC-8651,Connect
{Q9V2-F7QX34BH-6273PDAF},01/24/2011 08:20:47,AJF0370,PC-8651,Disconnect
{P9G1-I0AH54KX-3833NLIT},01/24/2011 08:22:47,AHM0410,PC-3686,Disconnect
{B1X5-R3AN83XE-1504SGRP},01/24/2011 08:40:44,AIB0948,PC-8245,Connect
{H3E5-X1JO82KX-8241LNQI},01/24/2011 08:44:04,AIB0948,PC-8245,Disconnect
{M3Y9-T4ZC51UY-1047RGLB},01/24/2011 08:44:14,AIB0948,PC-8245,Connect
{Y7Q6-Z8HV56IA-6536MKMO},01/24/2011 08:47:13,AJF0370,PC-8651,Connect
{I5D2-U2OH29ZJ-8041JUPJ},01/24/2011 08:49:35,AJF0370,PC-8651,Disconnect
{L2S6-T2KP54FZ-8879GOVM},01/24/2011 09:05:33,BJP0134,PC-0898,Connect
{F4Y1-H6FD33HC-1909GISV},01/24/2011 09:07:31,AVM0947,PC-0285,Connect
{N7T9-G0YH25XE-2566DANB},01/24/2011 09:15:08,AVM0947,PC-0285,Disconnect
{J9I7-N6AZ47CQ-2763WFTP},01/24/2011 09:16:18,BJM0111,PC-6866,Connect
{J9B0-L8ZF39EP-8446SQWX},01/24/2011 09:21:21,BDI0533,PC-5883,Connect
{N6K5-Y5JU65CC-5800ZPOD},01/24/2011 09:21:41,BJP0134,PC-0898,Disconnect
{N0M2-U2XK18UJ-7392FQWB},01/24/2011 09:22:03,BBG0325,PC-6609,Connect
{H6S7-W8JM07DU-3306TUXL},01/24/2011 09:30:21,AIB0948,PC-8245,Disconnect
{X7Y9-Z6RB51SR-6162AGQT},01/24/2011 09:30:44,AJF0370,PC-8651,Connect
{F7C2-I1PT62BN-9917CWON},01/24/2011 09:34:11,AJF0370,PC-8651,Disconnect
{C8X2-Q5RZ41XG-6169EGDQ},01/24/2011 09:51:44,BAJ0654,PC-9268,Connect
{K7H0-X0DL45EZ-6612CAGW},01/24/2011 10:06:55,BJP0134,PC-0898,Connect
{U6S1-U4UC15QW-7506UHEH},01/24/2011 10:12:43,BDI0533,PC-5883,Disconnect
{H5T5-W6YO84IL-6154IGJJ},01/24/2011 10:19:11,BJP0134,PC-0898,Disconnect
{Q5B9-Y7FJ56MA-4948EEMJ},01/24/2011 10:24:56,BDI0533,PC-5883,Connect
{Z5V7-G8RE30NV-0097TUOA},01/24/2011 10:26:45,AJF0370,PC-8651,Connect
{I9U0-K7LU32SN-9992ZRZH},01/24/2011 10:27:55,BJM0111,PC-6866,Disconnect
{R9Y7-Z0SF38GS-6204VMVP},01/24/2011 10:32:42,AJF0370,PC-8651,Disconnect
{B7Q8-Z4RU62PH-8884OTJG},01/24/2011 10:37:29,BJM0111,PC-6866,Connect
{I6K8-N5PQ10CO-0967HQMV},01/24/2011 10:40:08,BJP0134,PC-0898,Connect
{L6E5-V6FD47WN-9017YCRV},01/24/2011 10:44:33,BBG0325,PC-6609,Disconnect
{L4H3-X0LA89AT-9369NZBT},01/24/2011 10:47:27,BBG0325,PC-6609,Connect
{W2D9-D2KD68FW-4455YJDD},01/24/2011 10:50:45,BDI0533,PC-5883,Disconnect
{O2Y3-Q1TX13KV-0176AHZS},01/24/2011 10:51:32,BJM0111,PC-6866,Disconnect
{P8L8-M4QT65TU-8237CZGW},01/24/2011 10:52:58,AJF0370,PC-8651,Connect
{O3S1-Q1WG22TV-9055XUWS},01/24/2011 10:54:24,AHM0410,PC-3686,Connect
{W8P3-E4DF48QI-0313AYVE},01/24/2011 10:58:40,BJM0111,PC-6866,Connect
{F1K0-I0ZN40QT-3607CZTK},01/24/2011 11:01:43,BJM0111,PC-6866,Disconnect
{B0X1-V4TJ06FY-9565SXGN},01/24/2011 11:04:56,AJN0607,PC-8303,Connect
{H4C5-F4BC73RF-5322PZFJ},01/24/2011 11:09:08,BJP0134,PC-0898,Disconnect
{R3J2-B5OJ27BK-1134NEAU},01/24/2011 11:13:32,BJM0111,PC-6866,Connect
{S5P8-W4EN78FO-5282QICP},01/24/2011 11:14:40,AHM0410,PC-3686,Disconnect
{I2H4-L1LN25PV-7071OWNW},01/24/2011 11:18:23,BAJ0654,PC-9268,Disconnect
{H8Q2-V6QV27DL-1814BDIE},01/24/2011 11:28:40,AJF0370,PC-8651,Disconnect
{R5N0-W3CH27UL-7088WEPC},01/24/2011 11:34:05,BJP0134,PC-0898,Connect
{N9I3-T2VJ59KG-2324ZGLG},01/24/2011 11:35:17,BBG0325,PC-6609,Disconnect
{Q2Y8-G2WY00DW-3020OUDK},01/24/2011 11:37:28,BJP0134,PC-0898,Disconnect
{J6J3-O5KA79CK-1875DXTI},01/24/2011 11:38:38,AJN0607,PC-8303,Disconnect
{T9V0-G7BC18NG-5659IBUE},01/24/2011 11:38:41,AVM0947,PC-0285,Connect
{L1Q7-K2QV83KS-0226GBQU},01/24/2011 11:40:36,AJF0370,PC-8651,Connect
{F6G1-P7OI58DR-6489JCZB},01/24/2011 11:46:18,BJP0134,PC-0898,Connect
{C5I8-I8MQ09ON-9505AFNI},01/24/2011 11:46:27,BJM0111,PC-6866,Disconnect
{N0B0-S7GV08NV-5337IQIY},01/24/2011 11:50:21,AVM0947,PC-0285,Disconnect
{U3K1-S7BG42JA-3322PWRX},01/24/2011 11:54:53,BJM0111,PC-6866,Connect
{P4N1-W6RP07WV-1889UZUP},01/24/2011 11:58:16,AJF0370,PC-8651,Disconnect
{X0J4-M6HP02TQ-1833XFVR},01/24/2011 12:13:44,AIB0948,PC-8245,Connect
{E5L5-U2GD59HO-3343BGHM},01/24/2011 12:19:43,BJM0111,PC-6866,Disconnect
{A1Y2-J4YQ94CC-0418GHKI},01/24/2011 12:33:38,BJM0111,PC-6866,Connect
{H7E3-X7BJ66TH-2178GLSQ},01/24/2011 12:34:25,BJP0134,PC-0898,Disconnect
{F3U7-P6PF94LR-4471ZCSJ},01/24/2011 12:35:15,BJM0111,PC-6866,Disconnect
{S0N7-F3UF37VG-9109MDGR},01/24/2011 12:37:09,BJM0111,PC-6866,Connect
{S3M6-O2QQ92QM-1477RAQN},01/24/2011 12:37:33,AIB0948,PC-8245,Disconnect
{P5M2-X4QP23GI-7676VJVN},01/24/2011 12:50:31,BJM0111,PC-6866,Disconnect
{B9Y3-K8QM53VI-1272DNNW},01/24/2011 12:58:27,AIB0948,PC-8245,Connect
{B4V9-X0WS42ZN-5050IBKG},01/24/2011 13:03:14,AVM0947,PC-0285,Connect
{Q6K5-G3LT55MD-4548VZKN},01/24/2011 13:19:03,AIB0948,PC-8245,Disconnect
{M9H0-M7DH28DK-9794FNSB},01/24/2011 13:21:36,AVM0947,PC-0285,Disconnect
{T8L7-Y1VD77XF-7732BLJP},01/24/2011 13:21:51,BAL0044,PC-5179,Connect
{W9V1-E4NI88KX-8365WOTA},01/24/2011 13:32:33,BAL0044,PC-5179,Disconnect
{W5B9-R5NJ32WA-6859ODNE},01/24/2011 13:33:14,AVM0947,PC-0285,Connect
{A1I1-W0JN97GJ-6890LUDE},01/24/2011 13:34:21,BJP0134,PC-0898,Connect
{M8U8-I7IJ98IZ-1397ENSD},01/24/2011 13:47:49,BBG0325,PC-6609,Connect
{H4N7-M9FN46TK-8824ZPCJ},01/24/2011 13:54:36,AVM0947,PC-0285,Disconnect
{G8D2-P9FX77FF-5875KZBH},01/24/2011 14:01:15,AJF0370,PC-8651,Connect
{B4B1-E2CP22SC-5629OSRI},01/24/2011 14:03:10,BJM0111,PC-6866,Connect
{C5G3-F3EJ92NX-0733EQEU},01/24/2011 14:11:57,BJP0134,PC-0898,Disconnect
{H4F2-H4QZ79MQ-3351RNGD},01/24/2011 14:12:29,BJP0134,PC-0898,Connect
{C8R9-E8NN73VB-4922CMAO},01/24/2011 14:22:50,AJF0370,PC-8651,Disconnect
{W8Q5-G0FF03UR-6540DZQS},01/24/2011 14:24:37,AIB0948,PC-8245,Connect
{E5A6-J5TY44VM-8047ZDPM},01/24/2011 14:27:24,AIB0948,PC-8245,Disconnect
{K6C5-S9LJ11ZY-2047IKXY},01/24/2011 14:42:36,BJP0134,PC-0898,Disconnect
{Q1O7-M7DY29RW-8186BROL},01/24/2011 14:48:34,BJM0111,PC-6866,Disconnect
{B6Z6-V9JJ78DL-2188PXXK},01/24/2011 14:49:36,AIB0948,PC-8245,Connect
{V3N6-S7XS75IC-0274JXTK},01/24/2011 14:54:41,BJM0111,PC-6866,Connect
{O3J4-J3UO49UG-7383UTYZ},01/24/2011 14:56:42,AIB0948,PC-8245,Disconnect
{I5N9-F9EE84TK-7578DPEY},01/24/2011 14:57:10,AVM0947,PC-0285,Connect
{E9W4-Q0RN55BJ-8142QVIG},01/24/2011 15:03:42,AVM0947,PC-0285,Disconnect
{V9G3-A1XI40IU-4221XZSJ},01/24/2011 15:05:53,BJM0111,PC-6866,Disconnect
{Y4W8-B9JJ97LO-8707MRIW},01/24/2011 15:10:35,BDI0533,PC-5883,Connect
{N0O7-Y7CY09UJ-3180KBQT},01/24/2011 15:10:49,AJF0370,PC-8651,Connect
{Z2I2-G9XQ19OF-7661PYKC},01/24/2011 15:13:06,AJF0370,PC-8651,Disconnect
{O2R1-D3NB19DR-1687DFEB},01/24/2011 15:14:27,BEH0615,PC-9461,Connect
{K9D7-W7DL30MB-7030BNLE},01/24/2011 15:25:21,AVM0947,PC-0285,Connect
{Z3A3-U4OO13CR-1975DMFM},01/24/2011 15:31:20,BBG0325,PC-6609,Disconnect
{A6F2-P3AO32LW-9809XGGS},01/24/2011 15:37:09,BEH0615,PC-9461,Disconnect
{O7P7-T8JM59SH-1331TPRL},01/24/2011 15:37:18,BDI0533,PC-5883,Disconnect
{U2D8-Y1CD76AI-7248AUQY},01/24/2011 15:38:26,AJF0370,PC-8651,Connect
{M4L7-J0KZ35OT-5769CUCM},01/24/2011 15:39:10,AJF0370,PC-8651,Disconnect
{J5R2-Y3TN94VP-2166WXGJ},01/24/2011 15:54:34,AVM0947,PC-0285,Disconnect
{Q6E0-Y8GJ95SG-1767LEGT},01/24/2011 15:57:04,AVM0947,PC-0285,Connect
{Y4R4-Z0XL22MG-6479CACV},01/24/2011 16:03:54,BJP0134,PC-0898,Connect
{F9J4-G0EL30OL-7482VJIM},01/24/2011 16:04:08,AVM0947,PC-0285,Disconnect
{W1A6-J3GL84MT-7798YIKT},01/24/2011 16:10:50,ATP0662,PC-4127,Connect
{C5F5-F4AF49MR-2301YGRJ},01/24/2011 16:12:18,BJP0134,PC-0898,Disconnect
{X4R5-Y6SU43AF-5704FOUS},01/24/2011 16:25:48,AHM0410,PC-3686,Connect
{W3I6-O1FY09BS-2957RUNV},01/24/2011 16:29:02,BJP0134,PC-0898,Connect
{J0Z0-Z1LA36AU-6963CJWS},01/24/2011 16:42:33,BJP0134,PC-0898,Disconnect
{A2G0-T2ED17QF-9191PGFB},01/24/2011 17:02:53,ATP0662,PC-4127,Disconnect
{G1C2-R4XV19CU-5223NNMH},01/24/2011 18:02:48,AHM0410,PC-3686,Disconnect
{G7L8-I9GJ69LN-0966SWQZ},01/24/2011 19:51:34,AJF0370,PC-4753,Connect
{F9F4-H3EX31PM-6258XQPF},01/24/2011 19:54:28,AJF0370,PC-4753,Disconnect
{M5S8-K8BA90JX-7642FYPB},01/24/2011 20:08:59,BAL0044,PC-3962,Connect
{F0U4-T0XH06BS-1956UKAQ},01/24/2011 20:12:53,BAL0044,PC-3962,Disconnect
{Q5B8-L1II01BH-7790MZJB},01/24/2011 21:07:59,BAL0044,PC-6665,Connect
{A5O8-B6IU43CC-5273NGGM},01/24/2011 21:09:57,BAL0044,PC-6665,Disconnect
{O0H0-R0LG90KZ-7421KQXF},01/24/2011 22:01:08,BAL0044,PC-6310,Connect
{D6T1-R9KB29NG-0762SBTM},01/24/2011 22:02:52,BAL0044,PC-6310,Disconnect
{X1M4-J4VI10MK-5365WZMY},01/24/2011 23:29:48,BAL0044,PC-6056,Connect
{Q2I6-Y0OB60DY-1158EKXQ},01/24/2011 23:33:54,BAL0044,PC-6056,Disconnect
{Z6A4-M6UX13KK-7576JNGF},01/24/2011 23:55:01,BAL0044,PC-8067,Connect
{F7O9-W2LD16FY-8926LFUZ},01/24/2011 23:55:11,BAL0044,PC-8067,Disconnect
{B3R1-A4FC36SY-4072TBRY},01/25/2011 00:55:38,AJF0370,PC-9874,Connect
{M7Z5-R7UK14XU-6158VASI},01/25/2011 00:56:04,AJF0370,PC-9874,Disconnect
{D7K1-R3TE65IU-7181SZLB},01/25/2011 01:54:34,BAL0044,PC-7470,Connect
{U9R9-U8KG30QI-2330IHYA},01/25/2011 01:54:46,BAL0044,PC-7470,Disconnect
{I5A8-L6LM65WZ-6760VATF},01/25/2011 07:21:35,AIB0948,PC-8245,Connect
{L5P2-W4MC71PJ-3517AXZG},01/25/2011 07:21:43,AIB0948,PC-8245,Disconnect
{Q9V8-S4RB22ES-3668SYMB},01/25/2011 07:21:45,AIB0948,PC-8245,Connect
{X7B4-H9RP05RT-8529CGJR},01/25/2011 07:21:46,AIB0948,PC-8245,Disconnect
{I3L8-N4WT64TL-2404SKOT},01/25/2011 07:21:56,AIB0948,PC-8245,Connect
{I3G5-Y4TX44VW-9413IVZS},01/25/2011 07:21:57,AIB0948,PC-8245,Disconnect
{Q6W1-K6YS89SG-1802DOPD},01/25/2011 07:22:09,AIB0948,PC-8245,Connect
{Y2Q5-Q4HZ33MO-4164BAHQ},01/25/2011 07:22:14,AIB0948,PC-8245,Disconnect
{Q4T5-A0LQ06CM-0424TYWH},01/25/2011 07:22:20,AIB0948,PC-8245,Connect
{X3V8-U3GH38FG-6410KPXG},01/25/2011 07:22:39,AIB0948,PC-8245,Disconnect
{D1V4-S4EU69YF-2334NBPK},01/25/2011 07:22:42,AIB0948,PC-8245,Connect
{W8H1-O4TS08ED-0607YRON},01/25/2011 07:22:47,AIB0948,PC-8245,Disconnect
{Q6F7-H0UD25YO-1692IGBN},01/25/2011 07:22:58,AIB0948,PC-8245,Connect
{C3B3-O1MK54SZ-0607FCWZ},01/25/2011 07:22:59,AIB0948,PC-8245,Disconnect
{S6K2-C8QO21EG-1891PXYM},01/25/2011 07:23:09,AIB0948,PC-8245,Connect
{V6N7-Z8BB40VU-7060BWXT},01/25/2011 07:23:16,AIB0948,PC-8245,Disconnect
{E6X6-L5MV10LN-5307YBDZ},01/25/2011 07:32:04,AVM0947,PC-0285,Connect
{H7I6-K3QZ95WW-3030QQNP},01/25/2011 08:04:14,BEH0615,PC-9461,Connect
{B2F3-L4KW99TP-5764UZYE},01/25/2011 08:04:28,AHM0410,PC-3686,Connect
{Y5N4-M8ET62AN-1221CYSA},01/25/2011 08:19:09,BEH0615,PC-9461,Disconnect
{A4B3-F8AA69KD-3421HNIB},01/25/2011 08:19:56,AHM0410,PC-3686,Disconnect
{E6L2-L7DP39VK-6240IXHL},01/25/2011 08:22:53,AVM0947,PC-0285,Disconnect
{Y2W1-D5FH93LY-1681OGMC},01/25/2011 08:25:43,AVM0947,PC-0285,Connect
{X8R6-D1XD13RE-8800QTGG},01/25/2011 08:50:47,AVM0947,PC-0285,Disconnect
{I9L8-C6IR03XK-8214DCCS},01/25/2011 09:05:27,BDI0533,PC-5883,Connect
{H6E5-S2YJ30GL-7656BTWR},01/25/2011 09:15:14,AVM0947,PC-0285,Connect
{Y3U2-Z6IR35DK-1904FJON},01/25/2011 09:43:57,AVM0947,PC-0285,Disconnect
{H2X5-R6JZ96MB-6459FGPM},01/25/2011 09:47:01,BDI0533,PC-5883,Disconnect
{B8O1-I4HK73CG-7902JRKI},01/25/2011 09:49:44,BJP0134,PC-0898,Connect
{Q0G6-T0KC79OF-1594TDOH},01/25/2011 10:10:05,AVM0947,PC-0285,Connect
{X8O3-E6HT93NY-1097YOAP},01/25/2011 10:15:06,BJM0111,PC-6866,Connect
{K4Y1-S5YS06HX-3754WQLV},01/25/2011 10:15:35,BJP0134,PC-0898,Disconnect
{M9C5-K2XO69XJ-4578TDZA},01/25/2011 10:17:22,BJM0111,PC-6866,Disconnect
{P9Q0-E4NL35BU-0340NGDC},01/25/2011 10:49:23,AJN0607,PC-8303,Connect
{K1O5-F6UV51EL-4061NDNS},01/25/2011 10:55:13,BDI0533,PC-5883,Connect
{Y8H8-O9LW46MR-6668PANO},01/25/2011 11:03:59,AJN0607,PC-8303,Disconnect
{H8W4-J5VH65RW-9781YBCE},01/25/2011 11:09:26,AJF0370,PC-8651,Connect
{E0I8-S1VU13BT-4260KAUL},01/25/2011 11:10:40,AJF0370,PC-8651,Disconnect
{M2X0-C3UF66UO-8968QKWM},01/25/2011 11:10:57,BDI0533,PC-5883,Disconnect
{A6Q5-E7EI64MR-3445PDFU},01/25/2011 11:41:42,BJM0111,PC-6866,Connect
{Q7T9-R1RE04VD-2292GXHG},01/25/2011 11:46:30,AJF0370,PC-8651,Connect
